Time,status,cpu_usage_0,cpu_usage_1,cpu_usage_2,cpu_usage_3,cpu_usage_4,cpu_usage_5,cpu_usage_6,cpu_usage_7,cpu_usage_8,cpu_usage_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9,bandwidth_inbound_0,bandwidth_inbound_1,bandwidth_inbound_2,bandwidth_inbound_3,bandwidth_inbound_4,bandwidth_inbound_5,bandwidth_inbound_6,bandwidth_inbound_7,bandwidth_inbound_8,bandwidth_inbound_9,bandwidth_outbound_0,bandwidth_outbound_1,bandwidth_outbound_2,bandwidth_outbound_3,bandwidth_outbound_4,bandwidth_outbound_5,bandwidth_outbound_6,bandwidth_outbound_7,bandwidth_outbound_8,bandwidth_outbound_9,tps_0,tps_1,tps_2,tps_3,tps_4,tps_5,tps_6,tps_7,tps_8,tps_9,response_time_0,response_time_1,response_time_2,response_time_3,response_time_4,response_time_5,response_time_6,response_time_7,response_time_8,response_time_9

2023-09-08 04:03:00,0,0.1131336192671542,0.1281756203000069,0.142186340116701,0.1594507477444204,0.1583493307072477,0.1335326409469155,0.134452069595527,0.1458078918240254,0.1557052855281231,0.163078284544091,0.5443338751792908,0.5441876649856567,0.5431819558143616,0.5418365597724915,0.5414837002754211,0.5439310073852539,0.545265257358551,0.5454723238945007,0.5448309779167175,0.5442701578140259,6734.720115016453,6721.183361559298,7512.421982029699,7456.937612980397,6938.423026863776,7055.307902937184,6095.873559975831,5432.039942591076,5774.945328620332,6646.205662271458,6369.9541015625,6181.5390625,6249.66845703125,6016.12841796875,5781.1669921875,6042.32080078125,5048.1201171875,5011.33349609375,5504.1123046875,6151.60693359375,3.216376851754572,3.4030329594043747,3.314862535416851,2.999794012756252,2.726617375418729,2.3061800847251424,2.1294385001839933,2.052183880206955,2.2757498893185564,2.5683298103685703,2677.910441883198,3028.124636296934,2888.0515757167827,2427.1507455557094,1917.972062377965,1091.1524542973316,987.9387479103764,1113.694584573101,1410.7530249879114,1814.717532065651

2023-09-08 04:03:05,0,0.1281756203000069,0.142186340116701,0.1594507477444204,0.1583493307072477,0.1335326409469155,0.134452069595527,0.1458078918240254,0.1557052855281231,0.163078284544091,0.1658491512483963,0.5441876649856567,0.5431819558143616,0.5418365597724915,0.5414837002754211,0.5439310073852539,0.545265257358551,0.5454723238945007,0.5448309779167175,0.5442701578140259,0.553043782711029,6721.183361559298,7512.421982029699,7456.937612980397,6938.423026863776,7055.307902937184,6095.873559975831,5432.039942591076,5774.945328620332,6646.205662271458,9799.658457982783,6181.5390625,6249.66845703125,6016.12841796875,5781.1669921875,6042.32080078125,5048.1201171875,5011.33349609375,5504.1123046875,6151.60693359375,8626.11328125,3.4030329594043747,3.314862535416851,2.999794012756252,2.726617375418729,2.3061800847251424,2.1294385001839933,2.052183880206955,2.2757498893185564,2.5683298103685703,2.6131465744022213,3028.124636296934,2888.0515757167827,2427.1507455557094,1917.972062377965,1091.1524542973316,987.9387479103764,1113.694584573101,1410.7530249879114,1814.717532065651,1635.2387441756837

2023-09-08 04:03:10,0,0.142186340116701,0.1594507477444204,0.1583493307072477,0.1335326409469155,0.134452069595527,0.1458078918240254,0.1557052855281231,0.163078284544091,0.1658491512483963,0.1670467588035148,0.5431819558143616,0.5418365597724915,0.5414837002754211,0.5439310073852539,0.545265257358551,0.5454723238945007,0.5448309779167175,0.5442701578140259,0.553043782711029,0.5617200136184692,7512.421982029699,7456.937612980397,6938.423026863776,7055.307902937184,6095.873559975831,5432.039942591076,5774.945328620332,6646.205662271458,9799.658457982783,10345.339236627366,6249.66845703125,6016.12841796875,5781.1669921875,6042.32080078125,5048.1201171875,5011.33349609375,5504.1123046875,6151.60693359375,8626.11328125,9003.140625,3.314862535416851,2.999794012756252,2.726617375418729,2.3061800847251424,2.1294385001839933,2.052183880206955,2.2757498893185564,2.5683298103685703,2.6131465744022213,2.6988778709671584,2888.0515757167827,2427.1507455557094,1917.972062377965,1091.1524542973316,987.9387479103764,1113.694584573101,1410.7530249879114,1814.717532065651,1635.2387441756837,2262.4302129696803

2023-09-08 04:03:15,0,0.1594507477444204,0.1583493307072477,0.1335326409469155,0.134452069595527,0.1458078918240254,0.1557052855281231,0.163078284544091,0.1658491512483963,0.1670467588035148,0.1784786087913389,0.5418365597724915,0.5414837002754211,0.5439310073852539,0.545265257358551,0.5454723238945007,0.5448309779167175,0.5442701578140259,0.553043782711029,0.5617200136184692,0.5611840486526489,7456.937612980397,6938.423026863776,7055.307902937184,6095.873559975831,5432.039942591076,5774.945328620332,6646.205662271458,9799.658457982783,10345.339236627366,9865.098088765011,6016.12841796875,5781.1669921875,6042.32080078125,5048.1201171875,5011.33349609375,5504.1123046875,6151.60693359375,8626.11328125,9003.140625,8326.7685546875,2.999794012756252,2.726617375418729,2.3061800847251424,2.1294385001839933,2.052183880206955,2.2757498893185564,2.5683298103685703,2.6131465744022213,2.6988778709671584,2.6833456636702566,2427.1507455557094,1917.972062377965,1091.1524542973316,987.9387479103764,1113.694584573101,1410.7530249879114,1814.717532065651,1635.2387441756837,2262.4302129696803,2370.8025200629027

2023-09-08 04:03:20,0,0.1583493307072477,0.1335326409469155,0.134452069595527,0.1458078918240254,0.1557052855281231,0.163078284544091,0.1658491512483963,0.1670467588035148,0.1784786087913389,0.17989894889202,0.5414837002754211,0.5439310073852539,0.545265257358551,0.5454723238945007,0.5448309779167175,0.5442701578140259,0.553043782711029,0.5617200136184692,0.5611840486526489,0.555077075958252,6938.423026863776,7055.307902937184,6095.873559975831,5432.039942591076,5774.945328620332,6646.205662271458,9799.658457982783,10345.339236627366,9865.098088765011,8185.223038491742,5781.1669921875,6042.32080078125,5048.1201171875,5011.33349609375,5504.1123046875,6151.60693359375,8626.11328125,9003.140625,8326.7685546875,7291.8759765625,2.726617375418729,2.3061800847251424,2.1294385001839933,2.052183880206955,2.2757498893185564,2.5683298103685703,2.6131465744022213,2.6988778709671584,2.6833456636702566,2.5389587843784365,1917.972062377965,1091.1524542973316,987.9387479103764,1113.694584573101,1410.7530249879114,1814.717532065651,1635.2387441756837,2262.4302129696803,2370.8025200629027,2354.993391748075

