Time,cpu_usage,memory_usage,bandwidth_inbound,bandwidth_outbound,tps,response_time,status
2023-09-08 04:02:40,0.1082110325429023,0.5443338751792908,6734.720115016453,6369.9541015625,3.216376851754572,2677.910441883198,1
2023-09-08 04:02:45,0.108700462565152,0.5441876649856567,6721.183361559298,6181.5390625,3.4030329594043747,3028.124636296934,0
2023-09-08 04:02:50,0.1129676534907307,0.5431819558143616,7512.421982029699,6249.66845703125,3.314862535416851,2888.0515757167827,0
2023-09-08 04:02:55,0.1240040061881011,0.5418365597724915,7456.937612980397,6016.12841796875,2.999794012756252,2427.1507455557094,0
2023-09-08 04:03:00,0.1318774018787375,0.5414837002754211,6938.423026863776,5781.1669921875,2.726617375418729,1917.972062377965,0
2023-09-08 04:03:05,0.1290759708663884,0.5439310073852539,7055.307902937184,6042.32080078125,2.3061800847251424,1091.1524542973316,0
2023-09-08 04:03:10,0.1245991179486047,0.545265257358551,6095.873559975831,5048.1201171875,2.1294385001839933,987.9387479103764,0
2023-09-08 04:03:15,0.1286841655450198,0.5454723238945007,5432.039942591076,5011.33349609375,2.052183880206955,1113.694584573101,0
2023-09-08 04:03:20,0.1370382618700843,0.5448309779167175,5774.945328620332,5504.1123046875,2.2757498893185564,1410.7530249879114,0
2023-09-08 04:03:25,0.1428385219484726,0.5442701578140259,6646.205662271458,6151.60693359375,2.5683298103685703,1814.717532065651,0
2023-09-08 04:03:30,0.1611639813913228,0.553043782711029,9799.658457982783,8626.11328125,2.6131465744022213,1635.2387441756837,0
2023-09-08 04:03:35,0.155635313677749,0.5617200136184692,10345.339236627366,9003.140625,2.6988778709671584,2262.4302129696803,0
2023-09-08 04:03:40,0.1599011462774856,0.5611840486526489,9865.098088765011,8326.7685546875,2.6833456636702566,2370.8025200629027,0
2023-09-08 04:03:45,0.1533261439840114,0.555077075958252,8185.223038491742,7291.8759765625,2.5389587843784365,2354.993391748075,0
2023-09-08 04:03:50,0.1479864418026254,0.5444095134735107,6312.411591759498,6199.1259765625,2.458820937837891,1987.524374318673,0
2023-09-08 04:03:55,0.1434748433454954,0.5326847434043884,6564.448333942129,5856.82470703125,2.9996039891178974,1790.844688437097,0
2023-09-08 04:04:00,0.142558143047558,0.5328420400619507,5510.680013155463,5245.52392578125,2.5406357666178976,1191.815207281569,0
2023-09-08 04:04:05,0.1437236966393984,0.538732647895813,5184.682410839236,5086.63134765625,2.302271353693732,1185.8463145602666,0
2023-09-08 04:04:10,0.145558781023531,0.5426421165466309,5749.186575527474,5509.21337890625,2.255259833329357,1267.4286927917906,0
2023-09-08 04:04:15,0.1480497446606906,0.5443845391273499,6236.403802414747,5794.91796875,2.3390068094747223,1591.7656571851514,0
2023-09-08 04:04:20,0.1390170464309509,0.5363341569900513,6078.0559858236775,5540.3447265625,2.4717508853256045,1172.2750508591375,0
2023-09-08 04:04:25,0.1379353584662746,0.5388909578323364,6450.746097551458,5710.00244140625,2.55379137719739,1258.799948516025,0
2023-09-08 04:04:30,0.1401977506870761,0.538104772567749,6562.956638182324,6070.1572265625,2.642159450864233,1314.521823834296,0
2023-09-08 04:04:35,0.1468507469182898,0.5407541394233704,6909.950726857903,6434.259765625,2.672126361496168,1543.9394619370212,0
2023-09-08 04:04:40,0.1474508102155305,0.5425611138343811,6826.729212349053,6401.92431640625,2.543413714535109,1587.7937222843393,0
2023-09-08 04:04:45,0.1190111437836917,0.5485569834709167,7506.007912573333,6569.037109375,1.9849163230886304,881.6400866050801,0
2023-09-08 04:04:50,0.1021920029351151,0.5442575216293335,6043.577517767681,5273.82080078125,1.6549836373405742,719.5887280312593,0
2023-09-08 04:04:55,0.1009413002110619,0.5399343371391296,4982.803838448906,4373.49462890625,1.6871634585996933,765.2463105807382,0
2023-09-08 04:05:00,0.113531375908067,0.5378049612045288,5271.9118802293,4548.43994140625,2.056342472809273,1007.6583892222438,0
2023-09-08 04:05:05,0.1297549767878872,0.5382224917411804,5958.184729807463,4946.166015625,2.4152953550574856,1408.3759171532038,0
2023-09-08 04:05:10,0.1715418591260845,0.5424376726150513,6547.671915400352,5393.341796875,2.020819023035294,1213.9513228360538,0
2023-09-08 04:05:15,0.1809090915831227,0.5443178415298462,6381.3847226299,5490.42724609375,2.071163435321233,1357.1845764820546,0
2023-09-08 04:05:20,0.1731709796365198,0.5442422032356262,6041.891309124255,5175.4033203125,2.107805097192513,1223.1184890454058,0
2023-09-08 04:05:25,0.1596928427635413,0.5435818433761597,5848.497396523738,5148.1552734375,2.245421016126436,1169.046611325308,0
2023-09-08 04:05:30,0.1418278067801152,0.5433686971664429,5817.60003237933,5094.0185546875,2.416561081397985,1162.9300208038248,0
2023-09-08 04:05:35,0.125812474247359,0.5378000736236572,7778.18700849225,6849.26513671875,2.514868063448916,1070.467039369459,0
2023-09-08 04:05:40,0.1349664021655675,0.5421993732452393,7969.620830775941,7302.64306640625,2.661954627873704,1455.1943434948944,0
2023-09-08 04:05:45,0.150000020560018,0.5458898544311523,7970.100633241234,7106.78759765625,2.704793967072378,1693.2578884672407,0
2023-09-08 04:05:50,0.1545761141366975,0.5471175312995911,6801.100550026522,6236.29931640625,2.632788165096485,1740.266046569241,0
2023-09-08 04:05:55,0.1524529968404458,0.5450515747070312,6304.569837669472,5673.419921875,2.4790729474924573,1711.9957723068246,0
2023-09-08 04:06:00,0.1222535708933958,0.5483854413032532,4611.342673171855,4266.4287109375,2.2579115098623244,1126.3363489671824,0
2023-09-08 04:06:05,0.1215277648541335,0.5421460866928101,5134.125716132547,4867.59716796875,2.3965226033657467,1359.8623087910191,0
2023-09-08 04:06:10,0.1353058535224741,0.5397769212722778,5501.083510287011,5435.7177734375,2.411043756570458,1562.3870768737152,0
2023-09-08 04:06:15,0.1326760089035077,0.5404525399208069,6321.995467199709,5804.61572265625,2.5097000614040343,1729.9696436671131,0
2023-09-08 04:06:20,0.1467761620677731,0.5422148108482361,7021.175839393402,5950.15478515625,2.5248809088754864,1618.653219450547,0
2023-09-08 04:06:25,0.1408599321203916,0.5369307398796082,5857.047721536512,5103.984375,2.40322264109827,1327.554699059335,0
2023-09-08 04:06:30,0.1470066190008675,0.5396047830581665,7386.632155480672,6215.75048828125,2.527032852630436,1200.3257533152089,0
2023-09-08 04:06:35,0.1482114676083091,0.5413044095039368,7668.864523168911,6686.0205078125,2.557186693238909,1204.7392447968275,0
2023-09-08 04:06:40,0.1545719845843264,0.5421052575111389,7358.2632588581855,6488.91943359375,2.6283687587254345,1346.3845366141736,0
2023-09-08 04:06:45,0.1457648997339466,0.542621374130249,6635.448759623768,5911.23388671875,2.501032075535868,1458.050438194984,0
2023-09-08 04:06:50,0.1089783952006808,0.5509222149848938,5870.1241881673695,5544.66015625,2.1035495520828187,1426.8029753007722,0
2023-09-08 04:06:55,0.0901663533150183,0.5423942804336548,4504.852556088035,4367.38427734375,1.7243696529263164,1069.7175966750185,0
2023-09-08 04:07:00,0.083029208586875,0.5374853610992432,3976.777349072332,3818.052001953125,1.6379823407570977,1006.4594801446472,0
2023-09-08 04:07:05,0.1068801786814753,0.5396390557289124,4379.078847500941,4532.18115234375,1.9730794536042089,1048.8548793658192,0
2023-09-08 04:07:10,0.1167976454640327,0.5421043634414673,5558.63772774204,5511.9970703125,2.368454055961015,1309.2125998857737,0
2023-09-08 04:07:15,0.138162809310379,0.5372942090034485,7766.364678296244,7032.31298828125,3.137593981737467,1346.1650940312848,0
2023-09-08 04:07:20,0.1326018446270309,0.5396945476531982,7800.3965791257715,7113.69091796875,3.148134983626033,1244.5552091754166,0
2023-09-08 04:07:25,0.1287252087118198,0.5427144169807434,6689.163338828461,6048.8955078125,2.858434619147224,1162.7963047233034,0
2023-09-08 04:07:30,0.1299935586386102,0.543498158454895,6749.828121437228,5589.59814453125,2.4755903637964947,1161.9295892510622,0
2023-09-08 04:07:35,0.1313390805096881,0.5442260503768921,6205.1293501495,5518.0234375,2.265636255541615,1254.3898303633855,0
2023-09-08 04:07:40,0.1388792428570799,0.5362603068351746,5381.339804340552,4646.3203125,2.7251261035256715,1977.3552809178416,0
